course_id,student_major,overall_rating,instructor_rating,difficulty_rating,workload_rating,practicality_rating,textbook_rating,exam_difficulty_rating,exam_fairness_rating,student_year,course_type,course_format,exam_format,proctoring_type,course_experience_feedback,improvement_suggestions,instructor_feedback
CHEM210,Computer Science,6,3,5,4,1,1,5,2,1st Year,General Education,In-Person,Problem Sets,No Proctoring/Honor Code,"The workload was overwhelming, and there was a massive disconnect between lectures and the exam content.",A better textbook is desperately needed. The current one is incomprehensible and useless for exam prep.,"It felt like the professor was just reading from the slides, which didn't help with the problem-set exams."
MATH301,Business,7,5,2,1,1,2,1,4,Graduate,General Education,Hybrid,Take-Home,Online Proctored,This was a classic GPA booster. The multiple-choice exams were ridiculously easy.,"This class should be a 100-level course, not a 300-level one. The curriculum needs a total refresh.","A friendly person, but not an effective educator. The exams were not a real measure of learning."
ART150,Social Sciences,8,5,4,4,5,4,3,5,4th Year,Major Requirement,In-Person,Essay Based,In-Person Proctored,I learned so much from the projects. The exams were challenging but manageable if you studied.,The take-home exam format was great as it allowed for deeper thinking.,The instructor's enthusiasm was contagious. They were great at highlighting key concepts for the exams.
CS450,Arts,8,5,2,3,4,5,3,5,2nd Year,Major Requirement,In-Person,Take-Home,No Proctoring/Honor Code,I learned so much from the projects. The exams were challenging but manageable if you studied.,The take-home exam format was great as it allowed for deeper thinking.,Cared deeply about student success and ensuring the tests were fair.
CHEM210,Humanities,9,4,2,3,5,4,4,5,Graduate,General Education,Hybrid,Multiple Choice,No Proctoring/Honor Code,The labs were well-designed and the exams accurately reflected what we learned in lectures.,"It was perfect, no changes needed. Just keep doing what you're doing.",The professor was fantastic and prepared us well for the exams.
PHY205,Arts,5,3,5,5,1,1,5,2,4th Year,Major Requirement,In-Person,Take-Home,In-Person Proctored,This course was brutally difficult and the exams felt like they were designed to trick us.,"The exams must be rewritten to actually test understanding, not memorization of obscure details.","It felt like the professor was just reading from the slides, which didn't help with the problem-set exams."
MATH301,Computer Science,10,5,4,4,5,5,3,4,Graduate,Major Requirement,Hybrid,Multiple Choice,No Proctoring/Honor Code,One of the best courses I've taken. The study guides provided were incredibly helpful for the final.,"It was perfect, no changes needed. Just keep doing what you're doing.",A truly great instructor. Made complex topics easy to understand and was very responsive to emails.
PSYCH440,Computer Science,10,5,2,2,4,4,4,4,3rd Year,Major Requirement,Online,Take-Home,Online Proctored,The labs were well-designed and the exams accurately reflected what we learned in lectures.,The take-home exam format was great as it allowed for deeper thinking.,The professor was fantastic and prepared us well for the exams.
CHEM210,Natural Sciences,10,5,4,2,4,5,3,5,Graduate,Major Requirement,In-Person,Mixed,No Proctoring/Honor Code,This was an amazing course! The material was practical and the exams were a fair test of our knowledge.,"It was perfect, no changes needed. Just keep doing what you're doing.",The instructor's enthusiasm was contagious. They were great at highlighting key concepts for the exams.
ART150,Engineering,5,1,4,5,3,1,5,2,4th Year,Major Requirement,In-Person,Problem Sets,In-Person Proctored,This course was brutally difficult and the exams felt like they were designed to trick us.,A better textbook is desperately needed. The current one is incomprehensible and useless for exam prep.,"The instructor is very unresponsive to emails, especially regarding exam grades."
CHEM210,Humanities,6,4,1,2,1,3,1,4,1st Year,Elective,In-Person,Problem Sets,No Proctoring/Honor Code,The material was so basic it was boring. The take-home exams could be completed in under an hour.,The exams need to be more rigorous to be worth the credits. The content should be much deeper.,"A friendly person, but not an effective educator. The exams were not a real measure of learning."
CHEM210,Social Sciences,6,3,4,5,1,3,5,1,2nd Year,Elective,Hybrid,Multiple Choice,In-Person Proctored,"The workload was overwhelming, and there was a massive disconnect between lectures and the exam content.",A better textbook is desperately needed. The current one is incomprehensible and useless for exam prep.,"The instructor is very unresponsive to emails, especially regarding exam grades."
MATH301,Natural Sciences,8,4,3,4,5,5,4,5,2nd Year,Major Requirement,In-Person,Problem Sets,In-Person Proctored,The labs were well-designed and the exams accurately reflected what we learned in lectures.,The take-home exam format was great as it allowed for deeper thinking.,Cared deeply about student success and ensuring the tests were fair.
CHEM210,Computer Science,6,3,2,1,1,3,2,5,2nd Year,Major Requirement,In-Person,Problem Sets,In-Person Proctored,"I was hoping for a challenge, but the course required almost no effort. The final was a joke.","This class should be a 100-level course, not a 300-level one. The curriculum needs a total refresh.","The instructor made everything, including the final exam, far too easy."
CS450,Arts,8,4,2,2,4,4,4,5,Graduate,Major Requirement,In-Person,Take-Home,In-Person Proctored,The labs were well-designed and the exams accurately reflected what we learned in lectures.,The take-home exam format was great as it allowed for deeper thinking.,The professor was fantastic and prepared us well for the exams.
PHY205,Engineering,5,2,4,4,3,2,5,1,4th Year,Major Requirement,Online,Essay Based,Online Proctored,"The workload was overwhelming, and there was a massive disconnect between lectures and the exam content.","The exams must be rewritten to actually test understanding, not memorization of obscure details.",Was not helpful during office hours when asked about the exam format.
ENG112,Arts,9,5,3,3,4,5,3,4,1st Year,Major Requirement,In-Person,Multiple Choice,In-Person Proctored,The labs were well-designed and the exams accurately reflected what we learned in lectures.,"It was perfect, no changes needed. Just keep doing what you're doing.",A truly great instructor. Made complex topics easy to understand and was very responsive to emails.
MATH301,Natural Sciences,10,4,3,4,4,3,3,4,2nd Year,Major Requirement,Hybrid,Mixed,No Proctoring/Honor Code,I learned so much from the projects. The exams were challenging but manageable if you studied.,"Providing a practice exam would be a great addition, but the review sessions were very helpful.",The instructor's enthusiasm was contagious. They were great at highlighting key concepts for the exams.
CHEM210,Humanities,5,1,5,5,3,2,5,1,Graduate,Elective,Online,Essay Based,No Proctoring/Honor Code,I felt completely lost. The final exam had questions on topics we never even covered.,A better textbook is desperately needed. The current one is incomprehensible and useless for exam prep.,"The instructor is very unresponsive to emails, especially regarding exam grades."
ART150,Business,9,4,3,4,5,4,4,4,2nd Year,Elective,In-Person,Take-Home,No Proctoring/Honor Code,This was an amazing course! The material was practical and the exams were a fair test of our knowledge.,"It was perfect, no changes needed. Just keep doing what you're doing.",Cared deeply about student success and ensuring the tests were fair.
HIST101,Natural Sciences,8,5,4,4,5,3,3,4,1st Year,Major Requirement,Hybrid,Multiple Choice,No Proctoring/Honor Code,One of the best courses I've taken. The study guides provided were incredibly helpful for the final.,The take-home exam format was great as it allowed for deeper thinking.,The professor was fantastic and prepared us well for the exams.
PHY205,Business,8,4,4,2,4,4,4,5,2nd Year,Elective,Hybrid,Mixed,Online Proctored,I learned so much from the projects. The exams were challenging but manageable if you studied.,"It was perfect, no changes needed. Just keep doing what you're doing.",The instructor's enthusiasm was contagious. They were great at highlighting key concepts for the exams.
CS450,Humanities,9,5,2,3,5,3,3,5,2nd Year,General Education,Online,Take-Home,In-Person Proctored,One of the best courses I've taken. The study guides provided were incredibly helpful for the final.,"It would be great if the lectures were recorded for exam review, but that's a minor point.",The instructor's enthusiasm was contagious. They were great at highlighting key concepts for the exams.
